uid,src_ip,dst_ip,predicted_label,actual_label,ts,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,payload_bytes_per_second,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic_direction,attack,attack_type
b_CikXlL1VYUlGubWt5f,192.168.100.99,130.211.44.5,1,0,2023-07-20 04:37:13.791117824,ssl,3.205185,11.0,10.0,3.0,4.0,3.431939,3.119945,6.551884,0.909091,360.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,20.0,2818.869896,64896.0,65535.0,502.0,282.0,client->internet,0,benign
Cv2H7h4FJxYEEOqO8j,192.168.100.218,192.168.100.104,1,0,2023-09-07 09:58:19.992360960,,0.001307,1.0,1.0,0.0,0.0,765.104706,765.104706,1530.209413,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CvAYMu45c3tsVNfNc,192.168.100.49,92.123.45.16,1,0,2023-07-08 06:45:18.834386176,ssl,13.859226,11.0,10.0,2.0,4.0,0.793695,0.721541,1.515236,0.909091,360.0,32.0,40.0,336.0,32.0,40.0,2.0,3.0,0.0,2.0,4.0,20.0,96.902958,64896.0,65160.0,503.0,505.0,client->internet,0,benign
CUffde4BcWsgwIoOvg,192.168.100.218,192.168.100.31,1,0,2023-09-07 03:51:17.435770112,,0.000334,1.0,1.0,0.0,0.0,2993.793005,2993.793005,5987.58601,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CfxeNy4P71Oo72l6M7,192.168.100.31,192.168.100.218,1,0,2023-07-19 00:54:44.842760192,http,0.536887,12.0,12.0,6.0,5.0,22.351075,22.351075,44.70215,1.0,392.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,6.0,5.0,23.0,21950.618149,64896.0,64320.0,502.0,502.0,client->server,0,benign
CCvjApo7LuSDsleeh,192.168.100.218,192.168.100.23,1,0,2023-09-07 13:24:53.614851840,,0.000916,1.0,1.0,0.0,0.0,1091.698074,1091.698074,2183.396148,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_Cm0cCv16X0d3zohvh8,192.168.100.104,192.168.100.218,1,0,2023-07-08 19:24:40.763281152,http,0.552451,12.0,11.0,5.0,4.0,21.721388,19.911272,41.632659,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,22.0,17579.842991,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CAk5no3Zycliudgdva,192.168.100.115,192.168.100.218,1,0,2023-07-05 03:38:13.293479936,ssl,10.337854,10.0,9.0,3.0,6.0,0.967319,0.870587,1.837906,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,3.0,6.0,18.0,3127.631667,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CoTz0534PNvwb29yNi,192.168.100.115,192.168.100.218,1,0,2023-07-05 16:57:43.957395200,http,0.57351,13.0,12.0,5.0,5.0,22.667437,20.923788,43.591224,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,18217.644412,64896.0,64320.0,502.0,502.0,client->server,0,benign
CJdJPTxsZOJT6i037,192.168.100.218,192.168.100.104,1,0,2023-09-10 13:22:37.086817024,,0.001047,1.0,1.0,0.0,0.0,955.204737,955.204737,1910.409474,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CFCSPd2nyuMx4jZhTf,192.168.100.104,192.168.100.218,1,0,2023-07-19 09:42:28.759453952,http,0.29261,7.0,6.0,2.0,2.0,23.922633,20.505114,44.427747,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,2.0,2.0,12.0,18167.531086,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CIdJPz4nGWxgf4rp2g,192.168.100.31,192.168.100.218,1,0,2023-07-08 04:52:14.012449024,http,0.388291,11.0,10.0,4.0,4.0,28.329277,25.753888,54.083165,0.909091,360.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,4.0,4.0,20.0,19822.767813,64896.0,64320.0,502.0,502.0,client->server,0,benign
CP31rD4dJki6e4WScl,192.168.100.218,192.168.100.23,1,0,2023-09-07 13:34:45.243810816,,0.000995,1.0,1.0,0.0,0.0,1004.864399,1004.864399,2009.728797,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CWwBz1165qy2T4rjX6,192.168.100.31,192.168.100.218,1,0,2023-07-18 18:52:44.686451968,http,0.088982,7.0,6.0,2.0,2.0,78.667503,67.429288,146.096791,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,2.0,2.0,12.0,22858.528624,64896.0,64320.0,503.0,502.0,client->server,0,benign
b_CKX1tw1RzoZWk0TWb7,192.168.100.99,130.211.44.5,1,0,2023-07-20 08:38:28.182974208,ssl,3.8138,11.0,11.0,3.0,5.0,2.884263,2.884263,5.768525,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,3.0,5.0,21.0,2540.773077,64896.0,65535.0,502.0,282.0,client->internet,0,benign
C0uReO5LQRqDTEcKa,192.168.100.218,192.168.100.23,1,0,2023-09-10 12:55:22.281356032,,0.000938,1.0,1.0,0.0,0.0,1066.167768,1066.167768,2132.335536,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
C0sDzm1a2a52BSboSl,192.168.100.218,192.168.100.99,1,0,2023-09-08 10:43:03.827113984,,0.001003999,1.0,1.0,0.0,0.0,996.035146,996.035146,1992.070292,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_C2yayFDpDRBoF6QTh,192.168.100.104,192.168.100.218,1,0,2023-07-18 14:22:12.453438976,ssl,0.022431,7.0,6.0,3.0,3.0,312.069556,267.488191,579.557747,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,12.0,113414.993049,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CC1wh9J3L1vfxUXDl,192.168.100.31,192.168.100.218,1,0,2023-07-20 03:12:19.072451072,ssl,0.183917,9.0,9.0,4.0,5.0,48.935169,48.935169,97.870338,1.0,296.0,32.0,40.0,296.0,32.0,40.0,0.0,2.0,1.0,4.0,5.0,17.0,96625.20937,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_Cd25J41Z2fHuhw5EL2,192.168.100.49,192.168.100.218,1,0,2023-07-21 22:55:49.329972992,http,1.078314,11.0,11.0,5.0,4.0,10.20111,10.20111,20.402219,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,21.0,10259.534165,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CfKOjGnlyAIpnmVoi,192.168.100.99,192.168.100.218,1,0,2023-07-18 18:40:53.160235008,ssl,0.025604,10.0,9.0,3.0,5.0,390.563828,351.507445,742.071272,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,3.0,5.0,18.0,769840.360403,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CNA8a222hsAinaD7E2,192.168.100.31,192.168.100.218,1,0,2023-07-08 13:07:10.671247104,http,0.009425,5.0,3.0,1.0,0.0,530.508209,318.304925,848.813134,0.6,168.0,32.0,40.0,104.0,32.0,40.0,2.0,2.0,0.0,1.0,0.0,7.0,95173.172649,64896.0,64320.0,507.0,502.0,client->server,0,benign
b_CBqpakwEfybLBp4Kc,192.168.100.49,141.95.98.65,1,0,2023-07-05 03:15:29.294590976,ssl,6.704157,12.0,11.0,3.0,8.0,1.789934,1.640773,3.430707,0.916667,404.0,32.0,44.0,360.0,32.0,40.0,2.0,2.0,1.0,3.0,8.0,22.0,924.053523,64896.0,65160.0,502.0,502.0,client->internet,0,benign
b_CeGupn3QLG5eB1FN29,192.168.100.31,20.10.16.51,1,0,2023-07-05 10:23:46.757692928,ssl,15.944463,11.0,10.0,3.0,6.0,0.689895,0.627177,1.317072,0.909091,360.0,32.0,40.0,328.0,32.0,40.0,1.0,2.0,1.0,3.0,6.0,20.0,463.358345,64896.0,65160.0,502.0,501.0,client->internet,0,benign
b_CkZkGd2fWbe1Fws4Ij,192.168.100.104,192.168.100.189,1,0,2023-09-12 22:55:14.093595136,ftp-data,0.017445,4.0,4.0,0.0,2.0,229.290912,229.290912,458.581823,1.0,136.0,32.0,40.0,136.0,32.0,40.0,2.0,2.0,0.0,0.0,2.0,7.0,225908.87063,64896.0,64320.0,502.0,503.0,client->server,0,benign
CqvClI1PiutWeGgQh3,192.168.100.218,192.168.100.49,1,0,2023-09-07 22:43:05.606749952,,0.00101,1.0,1.0,0.0,0.0,990.156752,990.156752,1980.313503,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
CxP1Kv4OJfgLV5jURb,192.168.100.218,192.168.100.99,1,0,2023-09-08 10:43:04.375834112,,0.000255,1.0,1.0,0.0,0.0,3919.91028,3919.91028,7839.820561,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CYpEy72MP0GTyJYWs5,192.168.100.115,93.184.221.225,1,0,2023-07-08 02:42:35.749485056,ssl,0.071975,8.0,7.0,2.0,4.0,111.149716,97.256001,208.405717,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,2.0,4.0,14.0,71969.441079,64896.0,65535.0,502.0,133.0,client->internet,0,benign
b_CfciyBzINBpiD0YOa,192.168.100.99,192.168.100.218,1,0,2023-07-18 15:00:27.787802880,http,0.49514,9.0,9.0,4.0,3.0,18.176675,18.176675,36.353349,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,15248.210296,64896.0,64320.0,502.0,502.0,client->server,0,benign
CwzIan1plfSjpJnTZ7,192.168.100.218,192.168.100.104,1,0,2023-09-08 16:20:28.801814016,,0.001206,1.0,1.0,0.0,0.0,829.241597,829.241597,1658.483195,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_C9o52f1aU4WypK9Bkd,192.168.100.23,192.168.100.218,1,0,2023-07-21 09:51:26.942404864,http,0.251351,8.0,7.0,3.0,2.0,31.827987,27.849488,59.677475,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,27129.380016,64896.0,64320.0,503.0,502.0,client->server,0,benign
b_CJ09j41T3bjB4kfXkk,192.168.100.99,23.213.161.223,1,0,2023-07-08 04:08:33.496155136,ssl,20.079996,10.0,9.0,2.0,4.0,0.498008,0.448207,0.946215,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,2.0,4.0,18.0,65.886468,64896.0,65160.0,503.0,505.0,client->internet,0,benign
b_CP637w4PRmR4MrYyg2,192.168.100.49,192.168.100.218,1,0,2023-07-21 22:11:56.869545984,http,0.628717,13.0,13.0,6.0,5.0,20.677031,20.677031,41.354063,1.0,424.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,6.0,5.0,25.0,17620.011798,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CCsq7Hw8cyFALHhdg,192.168.100.49,192.168.100.189,1,0,2023-09-12 21:31:37.881305856,ftp-data,0.004107,3.0,3.0,0.0,1.0,730.460467,730.460467,1460.920933,1.0,104.0,32.0,40.0,104.0,32.0,40.0,2.0,2.0,0.0,0.0,1.0,5.0,92281.505631,64896.0,64320.0,505.0,503.0,client->server,0,benign
b_CGF4HU1doZoTbbNEck,192.168.100.23,192.168.100.218,1,0,2023-07-18 21:08:32.071154944,http,0.530398999,9.0,10.0,4.0,4.0,16.968363,18.853736,35.822099,1.111111,296.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,4.0,4.0,18.0,18751.92618,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CBfOWK2WNJDQPLsFcg,192.168.100.99,130.211.44.5,1,0,2023-07-20 11:11:36.328367104,ssl,3.671357,11.0,10.0,3.0,4.0,2.996167,2.723789,5.719956,0.909091,360.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,20.0,2493.628434,64896.0,65535.0,502.0,282.0,client->internet,0,benign
b_CbNZjH1zokiib03gYd,192.168.100.31,192.168.100.218,1,0,2023-07-19 11:43:50.650610944,http,9.31954,12.0,11.0,3.0,7.0,1.287617,1.180316,2.467933,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,3.0,7.0,22.0,4731.563992,64896.0,64320.0,513.0,502.0,client->server,0,benign
CK4UHC450kN9ctwJw4,192.168.100.218,192.168.100.104,1,0,2023-09-08 11:25:22.482203904,,0.000332,1.0,1.0,0.0,0.0,3010.98636,3010.98636,6021.972721,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CGvjPA4ZKVDe9e0yA1,192.168.100.99,192.168.100.218,1,0,2023-07-21 16:28:26.769505024,ssl,0.012281,7.0,6.0,3.0,3.0,569.988895,488.56191,1058.550806,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,12.0,269279.039565,64896.0,64320.0,502.0,502.0,client->server,0,benign
C1ZUD93Y7rkN3jSCqk,192.168.100.218,192.168.100.23,1,0,2023-09-06 21:32:29.627860992,,0.000303,1.0,1.0,0.0,0.0,3300.003147,3300.003147,6600.006294,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_C8OY0O1bZxWvriWRb2,192.168.100.23,192.168.100.218,1,0,2023-07-19 04:15:44.599793920,ssl,0.413272,13.0,12.0,4.0,7.0,31.45627,29.036557,60.492826,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,4.0,7.0,24.0,96490.897662,64896.0,64320.0,758.0,502.0,client->server,0,benign
Cpo57loKERBXQV8fa,192.168.100.218,192.168.100.23,1,0,2023-09-06 15:38:21.279227904,,0.001087,1.0,1.0,0.0,0.0,920.005264,920.005264,1840.010529,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_Chds5b4IkJj0diDZGl,192.168.100.31,192.168.100.218,1,0,2023-07-08 04:28:51.239854080,http,0.504822,9.0,9.0,4.0,3.0,17.828066,17.828066,35.656131,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,16532.559475,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CT8Ugj115tjabh8LMb,192.168.100.49,192.168.100.218,1,0,2023-07-05 13:04:12.884824064,http,0.269079,9.0,9.0,4.0,3.0,33.44743,33.44743,66.89486,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,34852.222013,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_C5NqXB36yI6qfLgZU6,192.168.100.99,192.168.100.218,1,0,2023-07-08 04:07:08.503334144,http,0.24507,10.0,10.0,5.0,4.0,40.804671,40.804671,81.609343,1.0,328.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,19.0,39388.749187,64896.0,64320.0,502.0,502.0,client->server,0,benign
C2Dctk462KGb6zdUw1,192.168.100.218,192.168.100.23,1,0,2023-09-07 17:26:15.379684096,,0.000362,1.0,1.0,0.0,0.0,2763.046113,2763.046113,5526.092227,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CEqdLxcw1b6zvMZG2,192.168.100.104,95.101.149.241,1,0,2023-07-08 08:01:27.989646848,ssl,20.477542,8.0,8.0,2.0,2.0,0.390672,0.390672,0.781344,1.0,276.0,32.0,44.0,264.0,32.0,40.0,3.0,2.0,0.0,2.0,2.0,15.0,37.651003,64896.0,65160.0,506.0,505.0,client->internet,0,benign
b_CjvyRr2L01treumWr1,192.168.100.104,192.168.100.218,1,0,2023-07-18 19:53:31.188685056,http,0.447615,12.0,12.0,5.0,5.0,26.808744,26.808744,53.617489,1.0,392.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,23.0,22436.684897,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CbnJTB3IbfsqySwnra,192.168.100.31,93.184.221.225,1,0,2023-07-08 02:53:08.839700992,ssl,0.070471,8.0,7.0,2.0,4.0,113.521796,99.331572,212.853368,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,2.0,4.0,14.0,73505.363137,64896.0,65535.0,502.0,133.0,client->internet,0,benign
b_CFD8I04JjEP6LFRnc1,192.168.100.31,192.168.100.218,1,0,2023-07-05 16:50:43.522496000,ssl,0.27018,10.0,11.0,4.0,6.0,37.012364,40.7136,77.725964,1.1,328.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,4.0,6.0,20.0,51354.654934,64896.0,64320.0,502.0,502.0,client->server,0,benign
CbAJX53RlDcw5wYz6d,192.168.100.218,192.168.100.115,1,0,2023-09-09 20:24:38.364707072,,0.000404,1.0,1.0,0.0,0.0,2474.515634,2474.515634,4949.031268,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CxvUc9UrWQzopDbod,192.168.100.115,192.168.100.218,1,0,2023-07-21 02:10:57.903593984,,0.021225,4.0,2.0,0.0,0.0,188.457225,94.228613,282.685838,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
C04ZNx2xUIZcruNTo6,192.168.100.218,192.168.100.49,1,0,2023-09-08 06:37:02.878809856,,0.000446,1.0,1.0,0.0,0.0,2241.744522,2241.744522,4483.489043,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CFlbIZPlFkA885Q21,192.168.100.99,172.217.19.67,1,0,2023-07-08 07:58:43.824707072,http,0.632378,10.0,9.0,1.0,6.0,15.81333,14.231997,30.045328,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,1.0,6.0,18.0,24458.477924,64896.0,65535.0,502.0,261.0,client->internet,0,benign
C1TJ3y3AwZedyCPpUf,192.168.100.218,192.168.100.49,1,0,2023-09-09 17:00:26.905347072,,0.000362,1.0,1.0,0.0,0.0,2763.046113,2763.046113,5526.092227,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CHWjkh2hCI6m337bSe,192.168.100.31,151.101.65.164,1,0,2023-07-21 04:18:46.508939008,ssl,0.071607,7.0,6.0,1.0,2.0,97.755977,83.790838,181.546815,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,1.0,2.0,12.0,65119.44607,64896.0,65535.0,502.0,285.0,client->internet,0,benign
b_CYCrmT2h3ziqtRnQvg,192.168.100.23,192.168.100.218,1,0,2023-07-21 12:23:12.310427904,http,0.564126,13.0,12.0,5.0,5.0,23.044497,21.271843,44.31634,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,18517.139305,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CoZWpK1Ra8eH4KdVt9,192.168.100.49,23.197.7.132,1,0,2023-07-08 12:13:45.746452992,ssl,33.19722,7.0,8.0,2.0,3.0,0.210861,0.240984,0.451845,1.142857,232.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,2.0,3.0,14.0,23.857419,64896.0,65160.0,506.0,506.0,client->internet,0,benign
b_CV6WKN3GW712Dqz0sa,192.168.100.115,192.168.100.218,1,0,2023-07-20 15:08:08.830096896,ssl,0.176362,12.0,13.0,3.0,9.0,68.041854,73.712008,141.753862,1.083333,392.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,3.0,9.0,24.0,423855.388565,64896.0,64320.0,1017.0,502.0,client->server,0,benign
b_CE7kRj2fIyGLc9p3Wb,192.168.100.99,23.197.7.132,1,0,2023-07-08 18:45:52.971031808,ssl,11.658963,12.0,11.0,2.0,6.0,1.029251,0.94348,1.972731,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,2.0,6.0,22.0,612.147056,64896.0,65160.0,502.0,506.0,client->internet,0,benign
b_CJQf1s4CXOpx34tQek,192.168.100.31,192.168.100.218,1,0,2023-07-20 10:51:23.408801024,http,0.41284,13.0,12.0,5.0,5.0,31.489205,29.066959,60.556164,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,25385.143892,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CvrJft3AsD04nBpDbh,192.168.100.49,104.68.80.208,1,0,2023-07-08 13:00:30.360892928,ssl,20.263654,10.0,13.0,4.0,5.0,0.493494,0.641543,1.135037,1.3,328.0,32.0,40.0,432.0,32.0,40.0,2.0,3.0,0.0,4.0,5.0,22.0,75.257898,64896.0,65160.0,503.0,504.0,client->internet,0,benign
b_CQzmND2zG77mUZxna7,192.168.100.115,23.206.22.237,1,0,2023-07-08 15:17:46.460740096,ssl,10.767526,12.0,11.0,2.0,6.0,1.114462,1.02159,2.136052,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,2.0,6.0,22.0,662.826359,64896.0,65160.0,502.0,506.0,client->internet,0,benign
b_CjsXKm3FmFhJJEQ2F6,192.168.100.23,192.168.100.218,1,0,2023-07-20 10:47:13.760859904,http,0.153058,12.0,11.0,2.0,8.0,78.401625,71.868156,150.269781,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,2.0,8.0,22.0,496889.898799,64896.0,64320.0,648.0,502.0,client->server,0,benign
